,var1_col,var2_col,var3_col,var4_col
var1_col,0.8880088649353942,0.42046264250441123,-0.03134477227861612,0.3190904737357896
var2_col,0.42046264250441123,0.7160406961105532,0.46066313090933037,0.5676322485111827
var3_col,-0.03134477227861612,0.46066313090933037,0.9016079312868328,0.38567043024283143
var4_col,0.3190904737357896,0.5676322485111827,0.38567043024283143,0.6685715170627347
