,var1_col,var2_col,var3_col,var4_col
var1_col,0.8880088649353942,-0.022942448517318977,0.42046264250441123,0.3190904737357896
var2_col,-0.022942448517318977,1.0438975473348575,0.060607110494857744,0.003982894026266268
var3_col,0.42046264250441123,0.060607110494857744,0.7160406961105532,0.5676322485111827
var4_col,0.3190904737357896,0.003982894026266268,0.5676322485111827,0.6685715170627347
