,var1_col,var2_col,var3_col,var4_col
var1_col,0.8506329914272227,0.5940271084209462,0.4948099784114547,0.630242501581433
var2_col,0.5940271084209462,1.0438975473348575,0.03694892272563266,0.37737689257452806
var3_col,0.4948099784114547,0.03694892272563266,0.9016079312868328,0.40957322349431846
var4_col,0.630242501581433,0.37737689257452806,0.40957322349431846,0.6902756466559172
