,var1_col,var2_col,var3_col,var4_col
var1_col,0.8880088649353942,-0.022942448517318977,-0.03134477227861612,0.2422470894178599
var2_col,-0.022942448517318977,1.0438975473348575,0.03694892272563266,0.3709750798536522
var3_col,-0.03134477227861612,0.03694892272563266,0.9016079312868328,0.29769517592537686
var4_col,0.2422470894178599,0.3709750798536522,0.29769517592537686,0.5613017454637109
